"PUBID","KEY!SEX","KEY!RACE_ETHNICITY","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.13","YHEA-1320~000004","CV_AGE_INT_DATE","CV_INCOME_FAMILY","CV_HH_SIZE","CV_HH_UNDER_18","CV_MSA","YHEA-500DDA","YEMP_OCCODE-2002.01","YEMP_OCCODE-2002.02","YEMP_OCCODE-2002.03","YEMP_OCCODE-2002.04","YEMP_OCCODE-2002.05","YEMP_OCCODE-2002.06","YEMP_OCCODE-2002.07","YEMP_OCCODE-2002.08","YEMP_OCCODE-2002.09","YEMP_OCCODE-2002.10","YEMP_OCCODE-2002.11","YEMP_OCCODE-2002.12","CV_CHILD_BIRTH_DATE.01~Y","CV_CHILD_BIRTH_DATE.02~Y","CV_CHILD_BIRTH_DATE.03~Y","CV_CHILD_BIRTH_DATE.04~Y","CV_CHILD_BIRTH_DATE.05~Y","CV_CHILD_BIRTH_DATE.06~Y","CV_CHILD_BIRTH_DATE.07~Y","CV_CHILD_BIRTH_DATE.08~Y","CV_CHILD_BIRTH_DATE.09~Y","CV_CHILD_BIRTH_DATE.10~Y","CV_CHILD_BIRTH_DATE.11~Y","CV_CHILD_BIRTH_DATE.12~Y","CV_CHILD_BIRTH_DATE.13~Y","CV_CHILD_BIRTH_DATE.14~Y","CV_CHILD_BIRTH_DATE.15~Y"
7519,2,2,28,30000,3,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,29,18061,3,1,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,561,2,1,2,0,3650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2008,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7520,2,2,27,100500,3,0,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,290810,1,0,2,0,2000,-4,-4,-4,-4,-4,-4,-4,-4,29,64450,1,0,2,0,2000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,65000,2,0,3,0,1610,3540,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7521,2,2,26,32000,2,0,2,0,2150,-4,-4,-4,-4,-4,-4,-4,-4,27,35000,3,0,3,0,5860,2150,-4,-4,-4,-4,-4,-4,-4,28,219093,5,2,3,0,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,0,1,0,2,0,620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7522,1,2,25,35,6,1,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,3000,6,1,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,10,6,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,32,0,4,0,3,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7523,1,2,28,55000,2,0,3,4,9750,4600,-4,-4,-4,-4,-4,-4,-4,29,38497,2,0,3,1,2860,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,34,14000,2,0,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7524,1,2,27,45500,1,0,3,2,9130,-4,-4,-4,-4,-4,-4,-4,-4,28,0,9,-3,3,-4,9130,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,33,0,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7525,2,2,29,0,7,4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,6250,7,3,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,750,7,3,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,-3,7,3,3,10,6050,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2003,2006,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7526,1,2,27,27000,3,1,3,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,25000,4,2,3,10,4250,-4,-4,-4,-4,-4,-4,-4,-4,29,20250,5,3,3,3,6420,4250,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,44000,6,4,3,4,6420,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2003,2004,2009,2011,2013,2019,-4,-4,-4,-4,-4,-4,-4,-4
7527,2,2,24,10000,4,3,3,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,26,3750,5,4,3,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,5,4,3,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,300,5,3,5,2,4030,8960,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2002,2004,2007,2010,2012,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4
7528,2,2,29,46750,5,3,2,3,4610,-4,-4,-4,-4,-4,-4,-4,-4,30,73000,5,3,3,0,2540,4610,-4,-4,-4,-4,-4,-4,-4,31,55250,5,3,3,2,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,36,53000,6,4,3,2,2310,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2003,2006,2012,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7529,1,2,27,24000,5,3,4,7,9600,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,-3,1,0,3,4,9600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,155000,2,0,3,1,9600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1998,2000,2004,2016,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7530,2,2,27,61000,3,1,2,14,4810,5160,-4,-4,-4,-4,-4,-4,-4,28,96000,3,1,2,0,4810,-4,-4,-4,-4,-4,-4,-4,-4,29,112000,3,1,2,7,4810,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,85893,2,0,2,5,5160,4810,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1999,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7531,2,2,27,97000,2,0,3,2,5930,5120,-4,-4,-4,-4,-4,-4,-4,29,95000,4,0,3,5,700,5930,-4,-4,-4,-4,-4,-4,-4,29,-3,3,1,3,0,700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,75000,3,1,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7532,1,2,26,53743,3,0,3,2,5520,-4,-4,-4,-4,-4,-4,-4,-4,27,55000,3,0,3,1,5000,-4,-4,-4,-4,-4,-4,-4,-4,28,69000,3,0,3,2,5000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,112500,6,4,3,0,5000,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2021,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7533,2,2,28,70000,2,0,3,0,2540,-4,-4,-4,-4,-4,-4,-4,-4,29,45250,3,1,3,1,2540,-4,-4,-4,-4,-4,-4,-4,-4,30,-3,4,2,3,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,37500,8,4,2,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2009,2011,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7534,2,2,27,59000,3,1,2,2,2540,-4,-4,-4,-4,-4,-4,-4,-4,28,65000,3,1,2,1,2540,4760,-4,-4,-4,-4,-4,-4,-4,29,85000,3,1,2,3,2540,4760,-4,-4,-4,-4,-4,-4,-4,-4,-5,33,65000,4,2,2,1,2540,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7535,2,2,29,-3,1,0,3,7,4600,4020,-4,-4,-4,-4,-4,-4,-4,30,15000,1,0,3,7,4600,4020,-4,-4,-4,-4,-4,-4,-4,31,17500,1,0,3,3,4020,4600,4020,-4,-4,-4,-4,-4,-4,-4,-4,35,33500,3,1,2,7,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2014,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7536,2,2,28,313365,3,1,2,0,4720,-4,-4,-4,-4,-4,-4,-4,-4,29,38750,2,1,2,0,4720,-4,-4,-4,-4,-4,-4,-4,-4,30,23500,4,2,2,2,4720,4720,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,75400,3,2,2,0,5240,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7537,1,2,26,54000,2,0,2,3,5240,2200,-4,-4,-4,-4,-4,-4,-4,28,50000,2,-3,3,1,5260,5240,-4,-4,-4,-4,-4,-4,-4,28,38221,2,0,3,1,5260,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,70500,5,3,3,2,4700,230,4850,9130,230,-4,-4,-4,-4,-4,-4,-4,2013,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7538,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7539,2,2,26,14771,5,2,3,1,4110,-4,-4,-4,-4,-4,-4,-4,-4,27,23150,5,1,3,2,4110,-4,-4,-4,-4,-4,-4,-4,-4,28,22090,5,1,3,4,4110,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,51000,5,2,3,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7540,1,2,26,4300,4,2,2,1,6260,-4,-4,-4,-4,-4,-4,-4,-4,27,17250,6,4,2,7,6260,-4,-4,-4,-4,-4,-4,-4,-4,28,8750,8,4,2,5,6260,6940,-4,-4,-4,-4,-4,-4,-4,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2004,2008,2010,2010,2014,2015,2017,-4,-4,-4,-4,-4,-4,-4,-4
7541,2,2,25,53500,12,7,3,0,7750,-4,-4,-4,-4,-4,-4,-4,-4,26,60000,10,6,3,0,7750,-4,-4,-4,-4,-4,-4,-4,-4,26,57234,10,6,3,4,9640,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,65794,12,7,2,3,800,4030,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1999,2003,2005,2007,2013,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7542,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7543,2,2,27,70000,4,1,2,1,2020,-4,-4,-4,-4,-4,-4,-4,-4,28,139250,5,2,2,3,2020,-4,-4,-4,-4,-4,-4,-4,-4,29,118000,5,2,2,2,2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,116000,4,2,2,1,5930,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7544,1,2,25,108000,6,2,3,2,4010,6350,-4,-4,-4,-4,-4,-4,-4,26,14000,6,2,3,5,6440,6420,4010,-4,-4,-4,-4,-4,-4,27,78000,6,2,3,1,6440,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,53000,7,1,3,2,6440,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,2018,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7545,2,2,26,-3,9,4,3,2,4050,4600,-4,-4,-4,-4,-4,-4,-4,27,23150,11,4,3,2,4050,-4,-4,-4,-4,-4,-4,-4,-4,28,132650,12,5,3,1,4050,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,32000,13,5,3,3,4050,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2001,2003,2010,2015,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7546,2,2,26,104000,2,1,2,7,3650,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,2,1,2,1,3650,-4,-4,-4,-4,-4,-4,-4,-4,28,32002,2,1,3,1,3650,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,32,71001,4,2,3,15,3650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2003,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7547,1,2,25,-3,3,0,2,1,3600,3650,-4,-4,-4,-4,-4,-4,-4,26,77000,2,0,3,0,3630,3600,-4,-4,-4,-4,-4,-4,-4,27,41200,2,0,2,0,3630,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,36000,2,0,2,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7548,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7549,1,2,28,175000,7,3,2,1,6260,4600,-4,-4,-4,-4,-4,-4,-4,29,40000,8,3,2,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,30,37500,7,3,2,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,0,6,2,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7550,1,2,27,82250,4,2,3,3,5140,-4,-4,-4,-4,-4,-4,-4,-4,28,88000,4,2,3,2,5140,-4,-4,-4,-4,-4,-4,-4,-4,29,81000,4,2,3,2,5140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,109000,3,1,2,1,5140,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2008,2016,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7551,2,2,26,41280,8,3,2,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,33,10000,2,0,3,1,4230,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7552,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7553,1,1,27,-3,3,1,2,1,2710,-4,-4,-4,-4,-4,-4,-4,-4,28,86739,3,1,3,2,2020,-4,-4,-4,-4,-4,-4,-4,-4,29,-3,3,1,3,1,2020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7554,1,2,28,115000,2,0,3,3,5520,5860,-4,-4,-4,-4,-4,-4,-4,29,43187,3,0,3,7,720,-4,-4,-4,-4,-4,-4,-4,-4,30,127000,5,2,3,2,720,3920,430,-4,-4,-4,-4,-4,-4,-4,-4,34,60000,4,2,2,0,1100,430,3920,-4,-4,-4,-4,-4,-4,-4,-4,-4,2011,2011,2017,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7555,2,2,26,66509,3,0,3,7,2020,-4,-4,-4,-4,-4,-4,-4,-4,27,-3,3,0,3,7,5520,2020,-4,-4,-4,-4,-4,-4,-4,28,42500,4,0,3,1,5520,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7556,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7557,2,2,26,-3,2,1,3,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,27,18751,2,1,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,28,10751,2,1,2,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,14000,2,1,3,7,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2007,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7558,1,2,28,52510,6,1,3,3,4650,-4,-4,-4,-4,-4,-4,-4,-4,29,105000,6,1,3,4,4650,-4,-4,-4,-4,-4,-4,-4,-4,30,52500,5,1,3,5,4650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,34,112750,5,1,3,0,3600,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7559,2,2,25,138250,6,1,3,1,420,-4,-4,-4,-4,-4,-4,-4,-4,26,290810,6,1,3,0,420,-4,-4,-4,-4,-4,-4,-4,-4,27,141000,5,1,3,0,420,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,31,134000,5,1,3,1,2010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7560,1,2,29,73750,3,1,3,3,5700,-4,-4,-4,-4,-4,-4,-4,-4,30,77500,3,1,3,3,5700,-4,-4,-4,-4,-4,-4,-4,-4,31,73000,3,1,2,7,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,35,92000,3,1,3,5,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2005,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7561,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,316618,1,0,3,0,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7562,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,29,45000,1,0,3,1,4760,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7563,2,2,27,313365,4,0,3,0,620,5000,-4,-4,-4,-4,-4,-4,-4,27,37500,4,0,3,0,620,-4,-4,-4,-4,-4,-4,-4,-4,28,-3,2,0,3,0,620,620,-4,-4,-4,-4,-4,-4,-4,-4,-4,33,329331,2,0,2,0,620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7564,1,2,28,-3,1,0,3,0,500,2710,710,4760,4700,9990,-4,-4,-4,29,-3,1,0,3,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,34,-3,2,0,2,7,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2019,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7565,1,2,24,42500,5,0,3,5,4220,-4,-4,-4,-4,-4,-4,-4,-4,26,29283,3,0,3,6,4220,-4,-4,-4,-4,-4,-4,-4,-4,26,-3,3,0,3,6,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,30,46000,2,0,3,3,9620,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7566,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7567,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7568,1,2,25,3800,3,0,3,3,4050,-4,-4,-4,-4,-4,-4,-4,-4,26,0,3,0,3,2,7010,-4,-4,-4,-4,-4,-4,-4,-4,27,34400,3,0,3,4,5850,7010,-4,-4,-4,-4,-4,-4,-4,-4,-4,31,21952,2,0,2,1,9600,7010,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7569,1,1,27,110020,3,1,3,7,4700,-4,-4,-4,-4,-4,-4,-4,-4,28,111775,3,1,3,10,420,4700,-4,-4,-4,-4,-4,-4,-4,29,106762,3,1,3,4,420,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7570,1,2,28,-3,1,0,2,0,-3,-4,-4,-4,-4,-4,-4,-4,-4,29,28000,1,0,3,10,-3,-4,-4,-4,-4,-4,-4,-4,-4,31,30000,1,0,3,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,35,35000,1,0,3,4,-3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7571,2,2,26,80000,4,2,3,2,5700,-4,-4,-4,-4,-4,-4,-4,-4,27,78500,4,2,3,61,5700,-4,-4,-4,-4,-4,-4,-4,-4,28,80250,4,2,3,5,5700,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,32,62000,5,3,3,2,2340,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2006,2009,2014,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
7572,1,2,27,120250,4,0,2,7,9120,-4,-4,-4,-4,-4,-4,-4,-4,28,20457,4,0,2,7,9120,-4,-4,-4,-4,-4,-4,-4,-4,29,70000,4,0,2,1,9120,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
7573,1,2,25,65000,4,0,2,1,3650,-4,-4,-4,-4,-4,-4,-4,-4,26,15000,4,0,2,0,3650,-4,-4,-4,-4,-4,-4,-4,-4,27,101000,4,0,2,0,3650,-4,-4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
